income,total_debt,num_late_payments,payment_history_score,credit_utilization,age,employment_years,loan_purpose,target,debt_to_income,avg_payment_delay,credit_score_cat
54306,27313,7,300,200,26,0,education,0,0.5029370062791169,7.0,low
17383,26763,11,300,33,43,3,personal,0,1.5395190980211688,2.75,low
59202,18034,5,300,171,69,1,home,0,0.30461294191172744,2.5,low
31581,23979,12,300,32,35,21,personal,0,0.7592616047115446,0.5454545454545454,low
15333,1261,6,300,31,39,15,personal,0,0.08223555497587061,0.375,low
23619,15531,0,300,200,34,2,personal,0,0.6575359864521592,0.0,low
61260,34916,0,300,121,31,21,personal,0,0.5699547836306949,0.0,low
31173,39261,9,300,34,60,5,personal,0,1.259414897029576,1.5,low
65133,13229,6,300,80,39,1,business,0,0.20310436945374152,3.0,low
69266,22547,1,300,175,51,5,home,0,0.3255085394199258,0.16666666666666666,low
16887,2647,6,300,194,34,6,home,0,0.15673851255329227,0.8571428571428571,low
33449,26169,6,300,100,31,2,personal,0,0.7823318385650224,2.0,low
95985,45089,4,300,200,80,17,business,0,0.4697455878982352,0.2222222222222222,low
52236,9099,0,300,54,25,6,personal,0,0.17418687903210367,0.0,low
62412,30111,4,300,107,45,12,education,0,0.4824475670132825,0.3076923076923077,low
37774,4573,4,300,135,37,11,home,0,0.12105890138980807,0.3333333333333333,low
27937,16999,5,300,19,45,7,home,1,0.6084544348199585,0.625,low
20976,39171,1,300,151,52,2,business,0,1.8673308862087048,0.3333333333333333,low
48848,25541,8,300,49,79,25,car,0,0.5228561485393765,0.3076923076923077,low
22095,32431,3,300,24,70,0,home,0,1.467731716147719,3.0,low
48389,2059,8,300,134,30,6,education,0,0.04255011365984707,1.1428571428571428,low
56486,22290,10,300,200,28,5,home,0,0.3946040681926815,1.6666666666666667,low
58372,30877,3,300,200,62,3,education,0,0.528960306991246,0.75,low
84122,12332,2,300,37,65,11,car,0,0.14659486703992963,0.16666666666666666,low
44550,22025,9,300,93,28,5,personal,0,0.49437723058966127,1.5,low
45566,44780,3,300,200,65,6,car,0,0.9827287291241469,0.42857142857142855,low
32234,8170,12,300,147,41,17,education,0,0.25345121762059875,0.6666666666666666,low
32130,18706,0,300,200,75,12,home,0,0.5821792038840995,0.0,low
32384,38920,11,300,200,80,14,home,0,1.2017909526015131,0.7333333333333333,low
24239,15659,4,300,200,38,1,car,0,0.6459983498349835,2.0,low
23962,31515,6,300,29,27,1,education,0,1.3151525268121687,3.0,low
35983,8747,3,300,38,56,24,business,0,0.24308025789239662,0.12,low
22519,32741,1,300,53,64,16,car,0,1.4538632326820604,0.058823529411764705,low
55875,46251,5,300,2,27,26,business,0,0.8277435750590594,0.18518518518518517,low
25148,54804,5,300,150,66,10,personal,0,2.179172134080878,0.45454545454545453,low
16890,52900,8,300,119,48,3,personal,0,3.131845361435084,2.0,low
20353,10654,1,300,143,53,15,home,0,0.5234351970128721,0.0625,low
33381,57345,5,300,139,78,7,education,0,1.7178419507519023,0.625,low
37614,34592,6,300,24,47,11,home,0,0.9196331250830786,0.5,low
74253,45281,0,300,163,37,4,home,0,0.6098122660058717,0.0,low
65683,20087,4,300,29,48,16,personal,0,0.3058126788867913,0.23529411764705882,low
51585,26809,0,300,200,45,2,home,0,0.5196952661574846,0.0,low
54607,1361,3,300,96,32,16,education,0,0.02492308819220627,0.17647058823529413,low
77308,35643,2,300,200,46,3,business,0,0.4610459325563647,0.5,low
23625,10741,3,300,90,27,14,personal,0,0.45462625920595956,0.2,low
76101,28565,4,300,9,31,14,education,0,0.3753515019316181,0.26666666666666666,low
54945,25389,4,300,90,34,7,home,0,0.46207185236413933,0.5,low
28367,2610,0,300,94,28,19,car,0,0.09200507614213198,0.0,low
39218,9072,5,300,105,25,5,education,0,0.23131645375965731,0.8333333333333334,low
41682,57383,2,300,200,77,9,home,0,1.376652352277907,0.2,low
25664,30995,7,300,26,39,18,car,0,1.2076758231053966,0.3684210526315789,low
23061,31924,3,300,43,38,7,home,0,1.384268493625878,0.375,low
38474,1790,1,300,96,56,14,home,0,0.046523716699155296,0.06666666666666667,low
16332,5842,7,300,8,71,11,car,0,0.3576807689952856,0.5833333333333334,low
30108,12854,9,300,29,37,14,home,0,0.42691554020392575,0.6,low
25018,8757,2,300,200,56,20,education,0,0.35001398936808026,0.09523809523809523,low
48949,36565,5,300,123,57,6,business,0,0.7469867211440245,0.7142857142857143,low
23217,5064,2,300,162,30,14,personal,0,0.21810664139891464,0.13333333333333333,low
23154,30500,3,300,38,28,2,home,0,1.3172101058086807,1.0,low
51678,45199,3,300,85,36,30,home,0,0.8746105768300471,0.0967741935483871,low
35824,11979,2,300,74,52,6,home,0,0.3343754361479414,0.2857142857142857,low
57422,11344,8,300,75,37,14,business,0,0.19755150375285163,0.5333333333333333,low
48098,3121,1,300,140,28,15,personal,0,0.06488700388781471,0.0625,low
51597,4028,4,300,123,37,9,home,0,0.0780650412806698,0.4,low
54536,21592,3,300,180,33,9,personal,0,0.39591470011185065,0.3,low
58163,12518,1,300,113,43,15,home,0,0.21521903582972285,0.0625,low
26468,13612,4,300,54,35,14,education,0,0.5142619668291208,0.26666666666666666,low
22870,27927,3,300,1,34,5,personal,0,1.2210659787503826,0.5,low
51595,27600,8,300,200,80,12,personal,0,0.5349251879990697,0.6153846153846154,low
40007,33095,3,300,180,72,0,personal,0,0.8272095580883824,3.0,low
47869,38680,0,300,67,43,1,personal,0,0.8080217255065804,0.0,low
44521,22708,8,300,200,35,5,car,0,0.5100399802344908,1.3333333333333333,low
27981,34400,2,300,82,28,12,personal,0,1.2293617325423487,0.15384615384615385,low
28826,11359,9,300,25,59,10,home,0,0.3940403094321296,0.8181818181818182,low
74218,22147,5,300,200,80,5,personal,0,0.29840067907139683,0.8333333333333334,low
45468,23603,2,300,200,61,18,education,0,0.519100925905562,0.10526315789473684,low
84136,9019,5,300,161,53,9,personal,0,0.10719421895242283,0.5,low
18090,6480,9,300,87,28,7,education,0,0.3581891548283677,1.125,low
62178,19458,4,300,147,32,0,business,0,0.3129352353688544,4.0,low
61506,74143,2,300,110,30,14,education,0,1.2054400312159592,0.13333333333333333,low
51568,1224,3,300,175,51,11,personal,0,0.023735189745777503,0.25,low
21668,31585,8,300,55,28,13,home,0,1.4576122571415386,0.5714285714285714,low
44407,20765,2,300,156,61,4,home,0,0.46759592866150246,0.4,low
22853,17787,4,300,200,49,1,home,0,0.7782882646363875,2.0,low
30034,7390,3,300,77,28,19,home,0,0.24604627934076911,0.15,low
64185,48091,4,300,200,40,2,personal,0,0.7492443835104229,1.3333333333333333,low
30028,49969,3,300,133,65,11,home,0,1.6640247760498186,0.25,low
37439,37252,2,300,200,58,8,personal,0,0.9949786324786325,0.2222222222222222,low
34690,22983,1,300,30,34,9,car,0,0.6625061255080569,0.1,low
30207,12031,7,300,147,33,13,home,0,0.3982719809322034,0.5,low
61556,13353,3,300,41,47,3,personal,0,0.21692090257809835,0.75,low
43815,9829,3,300,188,45,1,business,0,0.22432444769034143,1.5,low
48613,7756,3,300,76,44,5,education,0,0.15954251861603652,0.5,low
50209,21400,3,300,199,28,8,education,0,0.42620991834295957,0.3333333333333333,low
20200,4111,3,300,43,54,16,personal,0,0.20350477699123806,0.17647058823529413,low
23475,34853,3,300,158,41,5,home,0,1.484622593286761,0.5,low
17953,7391,0,300,77,71,11,personal,0,0.41166313913334074,0.0,low
64201,28648,2,300,115,48,5,personal,0,0.44621662876545903,0.3333333333333333,low
31139,10444,3,300,9,30,12,business,0,0.33538856775850995,0.23076923076923078,low
16992,32448,5,300,180,47,5,home,0,1.9094921438239274,0.8333333333333334,low
30996,20416,6,300,45,27,3,business,0,0.6586443849404781,1.5,low
37388,28302,0,300,200,32,10,home,0,0.7569606033860227,0.0,low
18050,14751,0,300,116,73,10,home,0,0.8171846435100548,0.0,low
19806,28496,7,300,53,27,1,car,0,1.4386832937850256,3.5,low
23037,11701,2,300,200,31,17,education,0,0.5078999913186909,0.1111111111111111,low
15649,8143,12,300,55,53,8,personal,0,0.5203194888178914,1.3333333333333333,low
57537,19613,9,300,160,53,3,personal,0,0.3408703813132191,2.25,low
81056,17183,1,300,200,29,13,personal,0,0.211986626694795,0.07142857142857142,low
16340,2853,10,300,200,45,8,car,0,0.17459151826693592,1.1111111111111112,low
25799,7402,1,300,153,57,12,car,0,0.28689922480620156,0.07692307692307693,low
48117,11925,12,300,6,44,4,car,0,0.24782825553846793,2.4,low
63485,48034,7,300,200,27,7,personal,0,0.7566077560407019,0.875,low
25510,45453,1,300,4,40,5,home,0,1.78170201089726,0.16666666666666666,low
26273,13703,3,300,200,25,3,personal,1,0.5215422090279364,0.75,low
31421,10260,11,300,17,29,10,education,0,0.3265228184074852,1.0,low
22617,6526,1,300,173,36,1,car,0,0.28853125828985765,0.5,low
16282,12985,12,300,5,61,4,personal,0,0.7974574709820058,2.4,low
47352,31112,6,300,146,49,4,education,0,0.6570227863070978,1.2,low
21086,45374,6,300,196,64,4,personal,0,2.1517522644283207,1.2,low
52235,1928,0,300,94,29,7,personal,0,0.036909411134083775,0.0,low
17583,7380,3,300,95,26,1,car,0,0.4196997270245678,1.5,low
29976,32661,4,300,200,48,8,car,0,1.0895353104046435,0.4444444444444444,low
73690,31482,2,300,195,31,20,education,0,0.427216349350667,0.09523809523809523,low
63797,25060,2,300,184,39,10,personal,0,0.39280228220320385,0.18181818181818182,low
36753,62114,10,300,165,62,2,home,0,1.6899929259400337,3.3333333333333335,low
63543,26875,1,300,200,42,3,business,0,0.4229352889336523,0.25,low
35519,3149,7,300,155,70,9,business,0,0.08865427927927928,0.7,low
35033,11453,0,300,119,53,3,personal,0,0.3269110007421362,0.0,low
35130,18417,7,300,11,34,1,home,0,0.5242378526088071,3.5,low
84250,6741,1,300,98,63,10,personal,0,0.08001091975169435,0.09090909090909091,low
67901,27887,4,300,179,36,1,personal,0,0.41069482489470116,2.0,low
85515,18732,7,300,200,60,2,home,0,0.21904672809766593,2.3333333333333335,low
17367,31144,4,300,22,40,2,home,0,1.7931828650391524,1.3333333333333333,low
23425,8687,2,300,79,33,21,personal,0,0.37082728592162556,0.09090909090909091,low
71667,12463,2,300,50,31,17,home,0,0.17389909024948372,0.1111111111111111,low
64870,23902,8,300,200,70,5,personal,0,0.36845431702918097,1.3333333333333333,low
40559,30568,3,300,152,69,7,education,0,0.7536489151873768,0.375,low
23688,32903,11,300,23,42,11,home,0,1.388956899826924,0.9166666666666666,low
43079,21134,3,300,28,34,4,personal,1,0.49057567316620243,0.6,low
26380,8932,5,300,49,27,16,car,0,0.3385770061786892,0.29411764705882354,low
35381,19725,7,300,149,44,13,education,0,0.5574868577242665,0.5,low
39706,4021,7,300,200,63,11,car,0,0.10126677915732743,0.5833333333333334,low
54566,10604,3,300,130,38,8,education,0,0.19432990635365696,0.3333333333333333,low
18519,45705,1,300,4,45,1,home,0,2.4678725701943844,0.5,low
36611,65726,8,300,200,35,3,car,0,1.795203758330602,2.0,low
41856,1362,2,300,57,25,9,personal,1,0.03253936020259455,0.2,low
35345,35355,6,300,33,43,0,car,0,1.0002546257002207,6.0,low
71545,12635,3,300,6,45,11,business,0,0.17659967014228609,0.25,low
32041,5354,3,300,5,34,14,car,0,0.1670931901878784,0.2,low
80917,38989,3,300,139,56,14,personal,0,0.48183346103462765,0.2,low
15259,3768,2,300,92,46,23,home,0,0.24692005242463957,0.08333333333333333,low
32353,3685,6,300,71,37,16,personal,0,0.11389627248562774,0.35294117647058826,low
39468,7056,5,300,156,39,14,education,0,0.17877321442144467,0.3333333333333333,low
60167,10243,2,300,200,52,9,home,0,0.17023999468155832,0.2,low
48800,6563,4,300,18,29,7,home,0,0.1344849490789123,0.5,low
36822,36479,6,300,69,38,3,home,0,0.990658012655134,1.5,low
30660,40256,2,300,29,80,5,education,0,1.3129382603307134,0.3333333333333333,low
42028,36761,3,300,154,43,2,car,0,0.874657974255871,1.0,low
30739,12539,4,300,32,29,8,personal,0,0.4079050097592713,0.4444444444444444,low
60546,4701,8,300,72,54,3,car,0,0.07764216228714883,2.0,low
35130,35996,0,300,2,53,3,home,0,1.0246221286043664,0.0,low
35662,1967,12,300,6,51,3,business,0,0.05515520287132322,3.0,low
16983,8800,6,300,102,39,18,personal,0,0.5181347150259067,0.3157894736842105,low
16106,19165,2,300,153,69,2,home,0,1.1898553423977152,0.6666666666666666,low
65133,43221,2,300,187,63,15,home,0,0.6635704854607425,0.125,low
55126,41747,6,300,200,58,14,home,0,0.7572877174524281,0.4,low
49162,7139,11,300,150,34,8,personal,0,0.14521082928218376,1.2222222222222223,low
36636,16702,1,300,65,34,7,business,0,0.4558779376040615,0.125,low
49015,16702,6,300,34,40,11,education,0,0.3407458788966868,0.5,low
24814,33602,8,300,200,28,9,personal,0,1.3541003425347573,0.8,low
73339,17165,5,300,37,80,7,personal,0,0.23404690482683393,0.625,low
62246,21334,0,300,136,52,1,education,0,0.3427313766125275,0.0,low
61271,7584,1,300,59,31,7,personal,0,0.12377594986290638,0.125,low
26931,1030,4,300,99,36,12,home,0,0.03824446754789841,0.3076923076923077,low
19034,15120,3,300,154,54,13,home,0,0.7943262411347518,0.21428571428571427,low
23450,5492,4,300,41,48,11,car,0,0.23419043964010064,0.3333333333333333,low
18096,24111,4,300,59,35,7,home,0,1.3323202740785764,0.5,low
66174,24602,5,300,57,52,13,education,0,0.37177181715149227,0.35714285714285715,low
24454,53243,2,300,167,63,6,personal,0,2.1771825802494376,0.2857142857142857,low
46048,13097,8,300,168,26,7,home,0,0.28441442810918804,1.0,low
33089,1127,4,300,200,32,3,home,0,0.03405862798428528,1.0,low
29556,54315,7,300,200,70,9,education,0,1.83763575464357,0.7,low
17190,38607,3,300,200,37,2,personal,0,2.245768134488977,1.0,low
19957,30812,1,300,69,51,5,car,0,1.5438420683435214,0.16666666666666666,low
43043,15641,7,300,124,33,6,education,0,0.3633723631632748,1.0,low
53427,37953,6,300,69,40,9,home,0,0.7103578647899977,0.6,low
39430,2345,1,300,200,69,11,home,0,0.059470974613882475,0.08333333333333333,low
28280,19711,1,300,123,29,15,personal,0,0.696969696969697,0.0625,low
17924,18928,1,300,157,71,7,personal,0,1.055955369595537,0.125,low
32644,25108,4,300,67,47,3,home,0,0.7691223770868433,1.0,low
28460,7305,12,300,160,36,11,personal,0,0.25666701802466535,1.0,low
17393,42356,5,300,68,62,2,business,0,2.4350925606530986,1.6666666666666667,low
22341,13215,9,300,96,60,10,personal,0,0.5914868856861516,0.8181818181818182,low
35323,22623,2,300,200,36,10,education,0,0.6404427584645,0.18181818181818182,low
40858,9292,5,300,200,30,6,education,0,0.2274162363249223,0.7142857142857143,low
56070,47531,5,300,172,40,9,education,0,0.8476931033867775,0.5,low
35358,16871,5,300,51,33,5,business,0,0.4771345343476908,0.8333333333333334,low
15546,27116,7,300,29,37,6,home,0,1.7441307004566797,1.0,low
28707,15326,4,300,153,43,18,home,0,0.5338581580047373,0.21052631578947367,low
21431,45609,4,300,38,52,0,car,0,2.1280795072788354,4.0,low
44310,9194,3,300,143,69,4,personal,0,0.20748798266796056,0.6,low
100748,20805,12,300,200,53,12,home,0,0.20650329035523926,0.9230769230769231,low
32235,23538,5,300,74,38,20,business,0,0.730177441369897,0.23809523809523808,low
32222,26598,8,300,200,76,2,personal,0,0.8254352481147007,2.6666666666666665,low
38519,14047,6,300,60,29,6,home,0,0.36466770508826585,0.8571428571428571,low
25241,2337,3,300,30,60,6,business,0,0.09258378892322319,0.42857142857142855,low
85925,2692,2,300,44,41,3,car,1,0.031329283336824706,0.5,low
32122,2226,1,300,6,52,15,personal,0,0.06929614295053388,0.0625,low
76017,66517,1,300,200,71,14,home,0,0.875016443473914,0.06666666666666667,low
72520,25922,2,300,4,47,19,business,0,0.35744129286689375,0.1,low
41251,34389,0,300,72,57,12,personal,0,0.8336323087365461,0.0,low
50628,24551,3,300,106,45,4,personal,0,0.4849197100476012,0.6,low
47894,24648,0,300,200,60,17,business,0,0.5146257438145945,0.0,low
28092,34743,3,300,43,37,2,education,0,1.2367137721140498,1.0,low
19203,31328,2,300,24,49,3,business,0,1.631326806915226,0.5,low
40536,34644,3,300,61,47,3,personal,0,0.8546266373929989,0.75,low
23553,22581,3,300,71,35,11,education,0,0.958690668251677,0.25,low
49122,11850,6,300,94,38,17,home,0,0.24123119516316185,0.3333333333333333,low
56058,7054,3,300,84,26,7,personal,0,0.12583171301664317,0.375,low
40837,11858,5,300,152,53,13,business,0,0.29036681522111757,0.35714285714285715,low
93900,62450,3,300,200,66,16,business,0,0.665062139913313,0.17647058823529413,low
81513,6691,1,300,173,29,2,home,0,0.08208405918001815,0.3333333333333333,low
40123,25993,3,300,55,52,11,business,0,0.6478167680191407,0.25,low
35229,8494,0,300,200,46,7,car,0,0.241101334090264,0.0,low
21516,36061,11,300,199,56,4,business,0,1.675930659478552,2.2,low
55117,17520,1,300,115,40,5,home,0,0.3178634928698429,0.16666666666666666,low
74724,3535,4,300,24,46,1,business,0,0.047306791569086654,2.0,low
37320,50646,8,300,60,71,4,personal,0,1.357037592776185,1.6,low
34058,8401,4,300,200,31,8,home,0,0.2466602072873543,0.4444444444444444,low
53407,6507,2,300,25,52,8,personal,0,0.1218356800479329,0.2222222222222222,low
19739,22091,2,300,116,65,12,car,0,1.119098277608916,0.15384615384615385,low
55649,21471,1,300,193,41,4,personal,0,0.385822102425876,0.2,low
69488,46177,11,300,21,29,5,personal,0,0.6645224424009556,1.8333333333333333,low
28719,5061,1,300,200,77,8,education,0,0.17621866295264624,0.1111111111111111,low
67836,12717,7,300,156,31,0,personal,0,0.1874640682813214,7.0,low
58282,32167,7,300,79,63,10,personal,0,0.5519105056362918,0.6363636363636364,low
29213,11055,3,300,34,60,3,car,0,0.3784144588211132,0.75,low
53827,57533,1,300,200,37,14,car,0,1.0688303485175001,0.06666666666666667,low
49265,16845,1,300,200,58,4,business,0,0.34191937644623066,0.2,low
35554,49481,5,300,110,60,14,personal,0,1.3916748699198425,0.3333333333333333,low
75315,59700,6,300,200,63,13,personal,0,0.7926602581124861,0.42857142857142855,low
45659,1432,1,300,188,56,12,personal,0,0.0313622426631625,0.07692307692307693,low
64248,1855,1,300,200,46,12,car,0,0.028872044701084842,0.07692307692307693,low
94517,5240,4,300,77,67,3,personal,0,0.05543917560676273,1.0,low
27604,10997,4,300,21,34,10,home,0,0.3983698605325122,0.36363636363636365,low
52949,25397,2,300,70,46,17,education,0,0.4796411709159584,0.1111111111111111,low
100853,5104,3,300,200,69,14,home,0,0.050607809308505364,0.2,low
30968,21637,3,300,82,46,16,car,0,0.6986664083438276,0.17647058823529413,low
57460,21184,1,300,113,29,15,car,0,0.3686674440054994,0.0625,low
136943,32921,8,300,200,68,20,car,0,0.2403975347587335,0.38095238095238093,low
17876,10679,1,300,194,25,6,business,0,0.5973597359735974,0.14285714285714285,low
42983,40893,1,300,200,69,0,car,0,0.9513539921831379,1.0,low
18262,20929,1,300,200,50,18,car,0,1.1459782073043858,0.05263157894736842,low
58954,37604,3,300,200,80,9,home,0,0.6378424221864134,0.3,low
52250,3797,4,300,109,39,2,car,0,0.07266846567529808,1.3333333333333333,low
18829,7668,1,300,168,40,18,home,0,0.407222517259692,0.05263157894736842,low
41255,31689,4,300,143,35,4,home,0,0.7681064572425829,0.8,low
44033,9148,3,300,16,46,5,business,0,0.2077485579325067,0.5,low
26407,36761,3,300,200,80,3,business,0,1.3920402908209633,0.75,low
28948,45565,4,300,40,26,6,business,0,1.5739749214135204,0.5714285714285714,low
47417,32984,11,300,183,28,2,education,0,0.6956008266902864,3.6666666666666665,low
22783,8199,4,300,0,58,8,car,0,0.3598577949438202,0.4444444444444444,low
30660,39164,4,300,154,32,1,personal,0,1.2773229835947948,2.0,low
25429,57858,2,300,200,48,4,education,0,2.275186787259143,0.4,low
31625,26532,0,300,126,34,21,education,0,0.8389299943084804,0.0,low
27004,24686,4,300,61,34,12,home,0,0.9141270135160156,0.3076923076923077,low
35331,74688,11,300,200,80,22,car,1,2.11389109022982,0.4782608695652174,low
24126,8631,3,300,4,33,17,car,1,0.35773200149210427,0.16666666666666666,low
32153,11579,1,300,181,68,12,car,0,0.36011071717360205,0.07692307692307693,low
41065,20258,2,300,92,26,1,education,0,0.49330346271855063,1.0,low
41777,8369,1,300,133,46,12,education,0,0.2003207429747714,0.07692307692307693,low
67676,27555,5,300,200,49,2,business,0,0.40715457245445275,1.6666666666666667,low
49432,12724,0,300,49,55,7,personal,0,0.25739890356644346,0.0,low
32742,34832,0,300,113,53,5,personal,0,1.0637998961610116,0.0,low
16742,18713,10,300,54,41,8,personal,0,1.117661112106552,1.1111111111111112,low
30485,19549,7,300,59,32,21,personal,0,0.6412451617135735,0.3181818181818182,low
27708,36154,5,300,16,29,2,home,0,1.3047746219639829,1.6666666666666667,low
43816,24086,3,300,24,54,3,home,0,0.5496953237327977,0.75,low
29995,21995,3,300,76,26,7,home,0,0.7332644352580344,0.375,low
69792,11313,6,300,38,43,4,business,0,0.16209361970398178,1.2,low
20009,27076,9,300,139,51,9,personal,0,1.3531234382808597,0.9,low
56177,38475,4,300,200,49,1,home,0,0.6848766421018904,2.0,low
42226,4294,4,300,161,39,12,personal,0,0.10168849314419684,0.3076923076923077,low
24064,4105,12,300,143,65,0,home,0,0.1705796800332433,12.0,low
21040,16489,5,300,37,38,20,personal,0,0.7836604724110071,0.23809523809523808,low
60825,4914,2,300,200,43,9,car,0,0.08078782099759971,0.2,low
16242,58017,12,300,128,44,1,home,0,3.5718155513144123,6.0,low
15819,5415,2,300,192,47,11,education,0,0.3422882427307206,0.16666666666666666,low
43592,8094,8,300,166,32,1,car,0,0.18567201156148924,4.0,low
25182,11697,12,300,12,33,3,car,0,0.46448000635349246,3.0,low
49100,33580,5,300,200,26,9,car,0,0.6838964583206044,0.5,low
37850,38252,2,300,107,45,2,personal,0,1.0105941718844944,0.6666666666666666,low
60977,26025,4,300,153,27,9,education,0,0.4267932697038276,0.4,low
49458,12715,7,300,107,30,8,car,0,0.25708162316261957,0.7777777777777778,low
22748,2225,3,300,149,46,13,business,0,0.09780649698887864,0.21428571428571427,low
41335,6480,1,300,198,46,14,personal,0,0.15676407973679118,0.06666666666666667,low
32879,12869,5,300,8,32,17,car,1,0.39139294403892944,0.2777777777777778,low
71719,19661,3,300,27,80,13,car,1,0.2741355270496375,0.21428571428571427,low
16169,18245,6,300,84,39,14,home,0,1.1283240568954855,0.4,low
37066,47934,3,300,113,68,18,home,0,1.2931718239943886,0.15789473684210525,low
34440,6618,11,300,76,47,15,business,0,0.19215469934090182,0.6875,low
60021,30292,0,300,194,39,1,home,0,0.5046816167405285,0.0,low
28342,2173,7,300,57,64,2,education,0,0.07666796034294182,2.3333333333333335,low
22067,27419,3,300,25,70,17,personal,0,1.2424777959035709,0.16666666666666666,low
40738,27382,2,300,125,52,1,home,0,0.6721323547460665,1.0,low
30486,19639,0,300,3,37,30,education,0,0.644176206251845,0.0,low
39910,37457,2,300,77,42,7,car,0,0.9385131918518704,0.25,low
24771,32531,5,300,39,54,6,personal,0,1.313216534797352,0.7142857142857143,low
27584,6177,1,300,37,48,3,education,1,0.22392604676454594,0.25,low
52897,34559,4,300,200,28,2,personal,0,0.653313924912095,1.3333333333333333,low
38020,10991,2,300,91,31,7,education,0,0.28907708897714424,0.25,low
70116,53908,0,300,162,35,7,home,0,0.7688292425517349,0.0,low
23545,38281,2,300,83,71,10,business,0,1.6257963135989129,0.18181818181818182,low
43393,23437,2,300,200,31,1,personal,0,0.5400977093607411,1.0,low
70517,50525,6,300,200,35,3,business,0,0.7164837346493094,1.5,low
29602,21197,1,300,164,48,24,personal,0,0.7160422930108435,0.04,low
57853,42432,5,300,168,49,17,personal,1,0.7334324333667508,0.2777777777777778,low
23877,20730,5,300,33,56,8,home,0,0.8681631627439484,0.5555555555555556,low
16573,20637,0,300,30,26,11,home,0,1.245142995052492,0.0,low
21604,43049,3,300,37,34,3,business,0,1.9925480212913678,0.75,low
34885,56468,1,300,74,80,15,car,0,1.6186435819526457,0.0625,low
33741,38518,0,300,200,28,13,personal,0,1.141544662438504,0.0,low
26094,26191,3,300,118,38,14,personal,0,1.003678865683081,0.2,low
100369,5187,5,300,77,64,6,car,0,0.05167878848261433,0.7142857142857143,low
51507,21816,6,300,200,48,1,home,0,0.42354585695425956,3.0,low
29629,34668,9,300,200,25,14,personal,0,1.1700303746203173,0.6,low
31339,21892,2,300,139,36,8,car,0,0.6985322271857052,0.2222222222222222,low
47770,6940,4,300,196,32,1,personal,0,0.14527642293441628,2.0,low
52601,71321,5,300,16,80,10,car,0,1.3558609938785597,0.45454545454545453,low
63986,28925,3,300,200,54,3,business,0,0.4520449466297842,0.75,low
27052,4803,6,300,37,44,13,home,0,0.17754038369127267,0.42857142857142855,low
17348,20346,1,300,142,43,9,business,0,1.17274770880166,0.1,low
51064,22099,4,300,99,27,10,education,0,0.4327621658670322,0.36363636363636365,low
28330,16092,9,300,6,31,0,education,0,0.5679997176238043,9.0,low
22535,57514,1,300,200,80,8,home,1,2.552094426695066,0.1111111111111111,low
38610,9153,3,300,43,36,12,personal,0,0.23705679728574758,0.23076923076923078,low
36619,15762,1,300,26,45,1,personal,0,0.4304205352266521,0.5,low
15941,39014,0,300,180,34,22,home,0,2.447246267720487,0.0,low
43090,15712,6,300,53,32,2,home,0,0.3646237033255204,2.0,low
26784,39454,2,300,13,60,2,home,0,1.4729886130296808,0.6666666666666666,low
66872,49055,1,300,200,47,9,business,0,0.7335546483633155,0.1,low
91682,41684,5,300,152,67,10,business,0,0.4546535344611324,0.45454545454545453,low
54103,23672,2,300,200,42,9,education,0,0.4375277243826704,0.2,low
52236,2270,5,300,177,31,8,home,0,0.043455788042958056,0.5555555555555556,low
48329,35965,2,300,200,25,17,car,0,0.7441547692944341,0.1111111111111111,low
29384,28754,3,300,41,45,19,education,0,0.9785264590777608,0.15,low
73232,18826,1,300,100,49,5,education,0,0.25706990018161213,0.16666666666666666,low
31500,3071,2,300,111,59,16,personal,0,0.09748896860417129,0.11764705882352941,low
34251,20586,6,300,193,65,1,home,0,0.601015999065748,3.0,low
95844,26708,1,300,60,72,24,business,0,0.2786582502999635,0.04,low
49640,17834,4,300,63,31,3,car,0,0.35925948308857597,1.0,low
50143,16544,6,300,79,37,4,car,0,0.3299298021697511,1.2,low
65579,4162,3,300,66,69,3,personal,0,0.06346447087526685,0.75,low
33355,14503,1,300,60,49,11,business,0,0.43479433984890276,0.08333333333333333,low
64995,22520,4,300,141,51,20,personal,0,0.34648286048372207,0.19047619047619047,low
39337,17005,8,300,174,38,10,home,0,0.4322792211093599,0.7272727272727273,low
66018,18747,9,300,186,80,5,home,0,0.2839637074175616,1.5,low
22226,32873,7,300,200,40,10,personal,0,1.4789670220902507,0.6363636363636364,low
18912,33676,8,300,63,75,12,education,0,1.7805742082165705,0.6153846153846154,low
41596,31818,3,300,68,51,14,car,0,0.7649109310767603,0.2,low
25369,17689,7,300,200,60,10,home,0,0.697240835632637,0.6363636363636364,low
38799,46787,4,300,197,40,5,home,0,1.2058505154639174,0.6666666666666666,low
36788,21422,4,300,78,33,12,personal,0,0.5822936203756558,0.3076923076923077,low
95268,29055,10,300,137,51,4,home,0,0.30497853446556594,2.0,low
22317,11160,1,300,9,45,6,car,0,0.5000448068823371,0.14285714285714285,low
35242,49396,5,300,12,35,3,home,0,1.4015832931362255,1.25,low
25552,19879,1,300,10,46,10,car,0,0.7779517082142997,0.09090909090909091,low
19022,1670,4,300,68,55,10,home,0,0.08778846659307155,0.36363636363636365,low
28194,1903,6,300,140,35,16,education,0,0.06749423656676716,0.35294117647058826,low
35460,7057,10,300,8,35,1,home,0,0.19900736019852797,5.0,low
68726,27781,6,300,30,43,13,personal,0,0.4042225035284532,0.42857142857142855,low
